objArrayNum,objNum,isGood,ImageFile,cy.RNA,cy.threshold,tmr.RNA,tmr.threshold,GAPDH.RNA,GAPDH.threshold,alexa.RNA,alexa.threshold
26,2,true,cy1032.tif,15,621.853,374,504.9843,286,156.8957,0,602.732
27,1,true,cy1034.tif,23,598.0789,406,728.0236,297,138.4027,2,7270.8899
28,1,true,cy1043.tif,59,488.4471,414,448.4621,270,146.0794,1,580.9728
29,1,true,cy1107.tif,11,539.2515,99,391.341,99,162.038,1,625.8666
30,1,true,cy1111.tif,323,588.7216,479,629.1241,269,149.1839,2,1092.5431
31,1,true,cy1142.tif,14,595.5261,329,456.2824,135,148.7646,2,840.0014
31,2,true,cy1142.tif,7,588.8716,227,531.2023,122,153.0336,0,1023.6976
32,1,true,cy1157.tif,14,439.7376,235,473.1578,225,141.6791,3,1279.0763
32,2,true,cy1157.tif,27,730.2828,349,633.5674,410,130.2965,1,25466.1363
33,1,true,cy1178.tif,232,596.1127,861,503.0876,276,151.8702,1,591.1999
34,1,true,cy1232.tif,41,406.1877,328,524.9376,175,145.4283,0,230.3053
35,1,true,cy1234.tif,178,394.4299,549,493.3872,394,131.8401,1,649.9963
36,1,true,cy1287.tif,7,558.2431,497,480.3832,183,155.9799,4,619.2515
37,1,true,cy1289.tif,475,553.2385,841,565.094,685,161.2835,10,943.159
37,2,true,cy1289.tif,213,654.0962,452,541.6837,501,141.8485,5,944.1668
38,1,true,cy1290.tif,61,424.7098,706,499.3261,440,133.8122,2,669.6754
39,1,true,cy1354.tif,118,373.4628,429,385.8687,366,144.0499,2,544.8273
39,2,true,cy1354.tif,79,681.8782,383,464.1694,359,149.3688,2,1056.3882
39,3,true,cy1354.tif,69,407.7266,252,456.391,204,140.5932,1,473.5802
40,1,true,cy1355.tif,18,442.4625,532,407.0312,281,148.2729,2,458.0274
41,1,true,cy1429.tif,87,528.2734,252,501.1013,218,138.4608,2,699.2905
42,1,true,cy1430.tif,121,582.5391,187,534.1367,653,148.4975,3,689.6168
43,1,true,cy1455.tif,153,448.4439,231,583.7703,230,142.0239,2,723.9087
44,1,true,cy1457.tif,81,320.5114,315,626.4907,200,136.611,1,686.1644
44,2,true,cy1457.tif,141,343.3296,511,543.6005,175,140.6292,1,1183.4305
45,1,true,cy1472.tif,264,432.0991,668,379.0342,563,150.7582,5,802.8327
46,1,true,cy1475.tif,205,317.2036,814,516.3363,261,150.0464,10,439.6104
46,2,true,cy1475.tif,22,338.5037,391,495.4824,131,142.1345,0,337.2452
46,3,true,cy1475.tif,19,378.4268,467,295.5579,123,137.5458,0,447.6834
47,1,true,cy1485.tif,157,410.829,305,506.4564,198,142.3841,1,956.0705
48,1,true,cy1486.tif,54,509.6124,403,505.1948,306,155.2273,2,547.6545
49,1,true,cy1504.tif,337,447.6256,325,426.7789,250,147.5455,1,632.1623
50,1,true,cy1508.tif,223,433.9277,524,367.4846,411,133.0362,1,535.3775
51,1,true,cy1522.tif,309,314.3989,453,444.9252,111,134.2957,1,534.3912
52,1,true,cy1552.tif,149,530.0204,513,411.977,278,148.9428,6,572.1959
52,2,true,cy1552.tif,98,431.656,360,385.1264,236,145.0997,0,684.6724
53,1,true,cy1573.tif,124,369.4194,353,435.7061,211,127.327,0,687.4793
54,1,true,cy1603.tif,10,368.3224,343,343.7305,276,139.356,0,683.5435
55,1,true,cy1608.tif,6,348.8633,88,489.6585,40,133.0005,0,555.5859
55,2,true,cy1608.tif,2,844.847,81,365.7982,72,140.531,0,569.6563
56,1,true,cy1635.tif,124,557.579,356,508.4519,187,142.1186,2,904.7276
57,1,true,cy1637.tif,227,515.7366,457,410.4474,202,150.0138,28,350.5356
57,2,true,cy1637.tif,315,545.0717,603,520.6754,437,164.1345,8,478.3152
58,1,true,cy1669.tif,7,680.8252,281,417.8255,276,140.4762,1,600.5934
