donor,passage,diameterMicrons,radiusMicrons
3,5,15.63,7.815
3,5,18.56,9.28
3,5,22.58,11.29
3,5,21.8,10.9
3,5,15.07,7.535
3,5,18.52,9.26
3,5,18.27,9.135
3,5,18.7,9.35
3,5,12.55,6.275
3,5,20.15,10.075
3,5,18.16,9.08
3,5,14.15,7.075
3,5,18.88,9.44
3,5,19.74,9.87
3,5,18.56,9.28
3,5,14.01,7.005
3,5,16.74,8.37
3,5,14.15,7.075
3,5,17.1,8.55
3,5,12.81,6.405
3,5,15.72,7.86
3,5,16.74,8.37
3,5,15.72,7.86
3,5,19.61,9.805
3,5,16.58,8.29
3,5,17.71,8.855
3,5,16.3,8.15
3,5,17.1,8.55
3,5,16.94,8.47
3,5,17.02,8.51
3,5,17.94,8.97
3,5,15.97,7.985
3,5,14.93,7.465
3,5,16.98,8.49
3,5,17.64,8.82
3,5,17.75,8.875
3,5,22.82,11.41
3,5,18.38,9.19
3,5,17.68,8.84
3,5,17.94,8.97
3,5,19.4,9.7
3,5,12.44,6.22
3,5,15.46,7.73
3,5,18.31,9.155
3,5,20.7,10.35
3,5,17.1,8.55
3,5,16.78,8.39
3,5,16.78,8.39
3,5,16.38,8.19
3,5,16.42,8.21
3,5,13.28,6.64
3,5,15.2,7.6
3,5,17.79,8.895
3,5,16.62,8.31
3,5,17.9,8.95
3,5,14.75,7.375
3,5,16.38,8.19
3,5,17.9,8.95
3,5,17.06,8.53
3,5,17.33,8.665
3,5,17.68,8.84
3,5,15.37,7.685
3,5,17.18,8.59
3,5,17.45,8.725
3,5,14.75,7.375
3,5,18.05,9.025
3,5,16.5,8.25
3,5,16.34,8.17
3,5,16.5,8.25
3,5,15.84,7.92
3,5,19.16,9.58
3,5,20.21,10.105
3,5,15.33,7.665
3,5,15.33,7.665
3,5,16.3,8.15
3,5,20.73,10.365
3,5,17.29,8.645
3,5,13.62,6.81
3,5,16.5,8.25
3,5,17.97,8.985
3,5,20.25,10.125
3,5,11.9,5.95
3,5,13.96,6.98
3,5,21.31,10.655
3,5,15.2,7.6
3,5,20.99,10.495
3,5,20.31,10.155
3,5,15.29,7.645
3,5,16.38,8.19
3,5,14.75,7.375
3,5,15.42,7.71
3,5,18.63,9.315
3,5,17.97,8.985
3,5,21.21,10.605
3,5,16.78,8.39
3,5,16.01,8.005
3,5,19.95,9.975
3,5,14.93,7.465
3,5,20.38,10.19
3,5,16.66,8.33
3,5,14.89,7.445
3,5,13.96,6.98
3,5,18.77,9.385
3,5,16.78,8.39
3,5,19.78,9.89
3,5,19.06,9.53
3,5,16.38,8.19
3,5,16.01,8.005
3,5,19.02,9.51
3,5,18.99,9.495
3,5,16.5,8.25
3,5,17.79,8.895
3,5,16.05,8.025
3,5,15.24,7.62
3,5,17.9,8.95
3,5,16.46,8.23
3,5,14.93,7.465
3,5,15.24,7.62
3,5,16.01,8.005
3,5,17.79,8.895
3,5,16.01,8.005
3,5,15.5,7.75
3,5,15.02,7.51
3,5,16.14,8.07
3,5,16.46,8.23
3,5,17.41,8.705
3,5,18.74,9.37
3,5,16.05,8.025
3,5,17.14,8.57
3,5,17.37,8.685
3,5,16.3,8.15
3,5,15.24,7.62
3,5,17.41,8.705
3,5,11.44,5.72
3,5,16.54,8.27
3,5,16.86,8.43
3,5,19.88,9.94
3,5,16.46,8.23
3,5,14.34,7.17
3,5,15.67,7.835
3,5,16.5,8.25
3,5,18.31,9.155
3,5,18.52,9.26
3,5,14.15,7.075
3,5,13.67,6.835
3,5,16.82,8.41
3,5,15.02,7.51
3,5,15.24,7.62
3,5,17.56,8.78
3,5,18.38,9.19
3,5,15.02,7.51
3,5,14.62,7.31
3,5,21.55,10.775
3,5,16.42,8.21
3,5,19.98,9.99
3,5,16.62,8.31
3,5,17.52,8.76
3,5,16.58,8.29
3,5,14.71,7.355
3,5,14.98,7.49
3,5,17.18,8.59
3,5,15.29,7.645
3,5,17.02,8.51
3,5,16.5,8.25
3,5,14.52,7.26
3,5,18.42,9.21
3,5,14.93,7.465
3,5,16.46,8.23
3,5,17.02,8.51
3,5,20.44,10.22
3,5,15.84,7.92
3,5,18.7,9.35
3,5,18.31,9.155
3,5,16.5,8.25
3,5,16.82,8.41
3,5,16.09,8.045
3,5,18.7,9.35
3,5,17.6,8.8
3,5,14.98,7.49
3,5,18.67,9.335
3,5,19.54,9.77
3,5,14.29,7.145
3,5,15.15,7.575
3,5,15.88,7.94
3,5,15.5,7.75
3,5,15.24,7.62
3,5,16.82,8.41
3,5,17.02,8.51
3,5,21.43,10.715
3,5,16.82,8.41
3,5,14.98,7.49
3,5,16.58,8.29
3,5,18.05,9.025
3,5,14.62,7.31
3,5,15.37,7.685
3,5,20.31,10.155
3,5,17.22,8.61
3,5,14.57,7.285
3,5,17.18,8.59
3,5,15.93,7.965
3,5,15.63,7.815
3,5,19.54,9.77
3,5,20.89,10.445
3,5,15.88,7.94
3,5,16.42,8.21
3,5,16.3,8.15
3,5,14.29,7.145
3,5,15.63,7.815
3,5,14.01,7.005
3,5,16.54,8.27
3,5,13.72,6.86
3,5,16.01,8.005
3,5,14.93,7.465
3,5,16.09,8.045
3,5,18.12,9.06
3,5,17.68,8.84
3,5,15.76,7.88
3,5,13.62,6.81
3,5,15.8,7.9
3,5,15.2,7.6
3,5,18.31,9.155
3,5,15.93,7.965
3,5,17.02,8.51
3,5,17.75,8.875
3,5,17.94,8.97
3,5,14.71,7.355
3,5,16.05,8.025
3,5,18.27,9.135
3,5,16.18,8.09
3,5,17.45,8.725
3,5,14.75,7.375
3,5,18.31,9.155
3,5,16.01,8.005
3,5,17.83,8.915
3,5,17.83,8.915
3,5,21.24,10.62
3,5,18.12,9.06
3,5,14.98,7.49
3,5,15.76,7.88
3,5,17.97,8.985
3,5,17.06,8.53
3,5,17.06,8.53
3,5,14.34,7.17
3,5,15.63,7.815
3,5,13.82,6.91
3,5,19.98,9.99
3,5,17.02,8.51
3,5,14.84,7.42
3,5,16.14,8.07
3,5,14.75,7.375
3,5,18.92,9.46
3,5,17.41,8.705
3,5,11.08,5.54
3,5,19.51,9.755
3,5,17.02,8.51
3,5,18.81,9.405
3,5,18.16,9.08
3,5,16.05,8.025
3,5,14.93,7.465
3,5,16.54,8.27
3,5,18.88,9.44
3,5,15.11,7.555
3,5,17.79,8.895
3,5,18.74,9.37
3,5,15.46,7.73
3,5,17.56,8.78
3,5,14.89,7.445
3,5,19.47,9.735
3,5,15.11,7.555
3,5,16.34,8.17
3,5,15.72,7.86
3,5,16.58,8.29
3,5,17.18,8.59
3,5,17.37,8.685
3,5,14.8,7.4
3,5,15.93,7.965
3,5,20.89,10.445
3,5,19.81,9.905
3,5,16.78,8.39
3,5,20.86,10.43
3,5,17.25,8.625
3,5,16.05,8.025
3,5,17.25,8.625
3,5,16.82,8.41
3,5,16.09,8.045
3,5,14.57,7.285
3,5,19.23,9.615
3,5,17.75,8.875
3,5,16.42,8.21
3,5,21.95,10.975
3,5,15.46,7.73
3,5,16.86,8.43
3,5,15.11,7.555
3,5,14.98,7.49
3,5,16.38,8.19
3,5,16.05,8.025
3,5,13.67,6.835
3,5,20.64,10.32
3,5,14.71,7.355
3,5,17.79,8.895
3,5,17.22,8.61
3,5,17.29,8.645
3,5,19.37,9.685
3,5,15.11,7.555
3,5,13.07,6.535
3,5,16.26,8.13
3,5,19.16,9.58
3,5,15.93,7.965
3,5,17.86,8.93
3,5,17.1,8.55
3,5,19.85,9.925
3,5,15.29,7.645
3,5,16.01,8.005
3,5,17.06,8.53
3,5,13.82,6.91
3,5,17.18,8.59
3,5,22.17,11.085
3,5,17.52,8.76
3,5,16.3,8.15
3,5,18.45,9.225
3,5,16.74,8.37
3,5,15.2,7.6
3,5,17.86,8.93
3,5,17.64,8.82
3,5,16.5,8.25
3,5,17.14,8.57
3,5,15.93,7.965
3,5,13.57,6.785
3,5,13.91,6.955
3,5,16.9,8.45
3,5,15.11,7.555
3,5,18.88,9.44
3,5,15.46,7.73
3,5,18.52,9.26
3,5,16.01,8.005
3,5,14.71,7.355
3,5,14.89,7.445
3,5,14.66,7.33
3,5,15.46,7.73
3,5,17.9,8.95
3,5,15.02,7.51
3,5,15.15,7.575
3,5,17.83,8.915
3,5,20.54,10.27
3,5,22.08,11.04
3,5,16.74,8.37
3,5,22.11,11.055
3,5,15.33,7.665
3,5,18.99,9.495
3,5,18.12,9.06
3,5,20.08,10.04
3,5,15.67,7.835
3,5,18.34,9.17
3,5,21.02,10.51
3,5,17.37,8.685
3,5,17.29,8.645
3,5,18.45,9.225
3,5,15.33,7.665
3,5,16.22,8.11
3,5,19.88,9.94
3,5,18.45,9.225
3,5,15.76,7.88
3,5,18.99,9.495
3,5,14.98,7.49
3,5,15.76,7.88
3,5,15.29,7.645
3,5,18.7,9.35
3,5,16.66,8.33
3,5,16.01,8.005
3,5,13.82,6.91
3,5,18.16,9.08
3,5,13.96,6.98
3,5,16.74,8.37
3,5,14.84,7.42
3,5,15.63,7.815
3,5,15.42,7.71
3,5,19.13,9.565
3,5,15.46,7.73
3,5,15.63,7.815
3,5,15.42,7.71
3,5,14.52,7.26
3,5,17.45,8.725
3,5,15.88,7.94
3,5,15.88,7.94
3,5,19.68,9.84
3,5,16.74,8.37
3,5,16.54,8.27
3,5,18.52,9.26
3,5,14.93,7.465
